batch_timestamp,qty_loops,title,env_crystal_workers,normal,fibers_any_thread,fibers_same_thread,fibers_any_thread_times_worker,fibers_same_thread_times_worker,fibers_any_thread_per_worker,fibers_same_thread_per_worker
2019-10-21 02:42:57 UTC,35,array_360,1,0.000912841,0.001992973,0.000990874,0.001992973,0.000990874,0.001992973,0.000990874
2019-10-21 02:42:57 UTC,35,fib,1,1.741889847,1.7191178740000002,1.716796334,1.7191178740000002,1.716796334,1.7191178740000002,1.716796334
2019-10-21 02:43:02 UTC,35,array_360,2,0.000233412,0.000436849,0.000348296,0.000873698,0.000696592,0.0002184245,0.000174148
2019-10-21 02:43:02 UTC,35,fib,2,1.290623966,1.13865184,1.302020908,2.27730368,2.604041816,0.56932592,0.651010454
2019-10-21 02:43:06 UTC,35,array_360,3,0.000224068,0.000425157,0.000363673,0.001275471,0.001091019,0.000141719,0.00012122433333333334
2019-10-21 02:43:06 UTC,35,fib,3,1.364420241,0.749228663,1.388723353,2.247685989,4.166170059000001,0.24974288766666666,0.46290778433333335
2019-10-21 02:43:10 UTC,35,array_360,4,0.000277451,0.000658923,0.000501969,0.002635692,0.002007876,0.00016473075,0.00012549225
2019-10-21 02:43:10 UTC,35,fib,4,1.381805867,0.709817751,1.816285548,2.839271004,7.265142192,0.17745443775,0.454071387
2019-10-21 02:43:14 UTC,35,array_360,5,0.00024275,0.000630621,0.000444637,0.0031531050000000002,0.002223185,0.00012612420000000001,8.89274e-5
2019-10-21 02:43:14 UTC,35,fib,5,1.3294480659999999,1.075957847,1.2483098400000001,5.379789235,6.241549200000001,0.2151915694,0.249661968
2019-10-21 02:43:17 UTC,35,array_360,6,0.000240957,0.000847582,0.000526955,0.0050854920000000005,0.0031617299999999997,0.00014126366666666667,8.782583333333332e-5
2019-10-21 02:43:17 UTC,35,fib,6,1.39890334,0.455196093,1.916794578,2.731176558,11.500767468,0.07586601550000001,0.319465763
2019-10-21 02:43:21 UTC,35,array_360,7,0.000240651,0.000898113,0.000428383,0.006286791,0.002998681,0.00012830185714285714,6.119757142857143e-5
2019-10-21 02:43:21 UTC,35,fib,7,1.271631616,1.175235044,1.354947909,8.226645307999998,9.484635363,0.16789072057142856,0.19356398700000002
2019-10-21 02:43:25 UTC,35,array_360,8,0.000244881,0.0008239,0.00051219,0.0065912,0.00409752,0.0001029875,6.402375e-5
2019-10-21 02:43:25 UTC,35,fib,8,1.342207214,0.281120176,2.133133779,2.248961408,17.065070232,0.035140022,0.266641722375
2019-10-21 02:43:29 UTC,35,array_360,9,0.000286529,0.000786976,0.000768133,0.007082784,0.006913197,8.744177777777778e-5,8.534811111111111e-5
2019-10-21 02:43:29 UTC,35,fib,9,1.326568461,0.213912214,2.279535194,1.925209926,20.515816746000002,0.023768023777777775,0.25328168822222225
2019-10-21 02:43:32 UTC,35,array_360,10,0.000231316,0.000780137,0.000733421,0.00780137,0.007334210000000001,7.80137e-5,7.334210000000001e-5
2019-10-21 02:43:32 UTC,35,fib,10,1.462675601,1.22956625,1.314905449,12.295662499999999,13.149054490000001,0.122956625,0.1314905449
2019-10-21 02:43:36 UTC,35,array_360,11,0.000240173,0.000957143,0.000502285,0.010528573000000001,0.005525135,8.7013e-5,4.566227272727273e-5
2019-10-21 02:43:36 UTC,35,fib,11,1.405321981,0.541885989,1.904807361,5.960745878999999,20.952880971,0.04926236263636363,0.17316430554545456
2019-10-21 02:43:40 UTC,35,array_360,12,0.000243693,0.000593583,0.00103031,0.0071229959999999995,0.01236372,4.946525e-5,8.585916666666667e-5
2019-10-21 02:43:40 UTC,35,fib,12,1.347591677,0.063858787,2.436221874,0.766305444,29.234662488,0.005321565583333333,0.2030184895
2019-10-21 02:43:44 UTC,35,array_360,13,0.000277714,0.000864777,0.00088187,0.011242101,0.01146431,6.652130769230769e-5,6.783615384615384e-5
2019-10-21 02:43:44 UTC,35,fib,13,1.3503087,0.411617189,2.229858662,5.351023457,28.988162605999996,0.03166286069230769,0.17152758938461538
2019-10-21 02:43:48 UTC,35,array_360,14,0.000235125,0.000727003,0.000816704,0.010178042,0.011433856000000001,5.1928785714285716e-5,5.8336e-5
2019-10-21 02:43:48 UTC,35,fib,14,1.357826817,1.2419157570000001,1.35580638,17.386820598,18.98128932,0.08870826835714286,0.09684331285714286
2019-10-21 02:43:52 UTC,35,array_360,15,0.000256415,0.000708479,0.00096717,0.010627185,0.014507550000000001,4.723193333333334e-5,6.4478e-5
2019-10-21 02:43:52 UTC,35,fib,15,1.371519736,0.078278708,2.505029253,1.17418062,37.575438795,0.005218580533333334,0.1670019502
2019-10-21 02:43:56 UTC,35,array_360,16,0.000241495,0.000992759,0.000583115,0.015884144,0.00932984,6.20474375e-5,3.64446875e-5
2019-10-21 02:43:56 UTC,35,fib,16,1.37467011,0.309750927,2.280258947,4.956014832,36.484143152,0.0193594329375,0.1425161841875
2019-10-21 02:44:00 UTC,35,array_360,17,0.000238216,0.001090855,0.000624212,0.018544535,0.010611604,6.416794117647059e-5,3.671835294117647e-5
2019-10-21 02:44:00 UTC,35,fib,17,1.4408801709999999,0.880285166,1.7717204149999999,14.964847822,30.119247055,0.051781480352941174,0.10421884794117646
2019-10-21 02:44:04 UTC,35,array_360,18,0.000221469,0.000577059,0.001095124,0.010387061999999999,0.019712232,3.205883333333333e-5,6.0840222222222225e-5
2019-10-21 02:44:04 UTC,35,fib,18,1.4721860279999999,0.002334285,2.390847664,0.04201713,43.035257951999995,0.0001296825,0.13282487022222222
2019-10-21 02:44:08 UTC,35,array_360,19,0.000260244,0.000461309,0.001332438,0.008764871,0.025316322000000002,2.427942105263158e-5,7.012831578947369e-5
2019-10-21 02:44:08 UTC,35,fib,19,1.435244656,0.021974675,2.462695831,0.417518825,46.791220789,0.001156561842105263,0.12961557005263158
2019-10-21 02:44:12 UTC,35,array_360,20,0.000231814,0.000936584,0.000755997,0.01873168,0.01511994,4.6829199999999995e-5,3.779985e-5
2019-10-21 02:44:12 UTC,35,fib,20,1.4250742,0.077413607,2.626968775,1.54827214,52.5393755,0.00387068035,0.13134843875
2019-10-21 02:44:16 UTC,35,array_360,21,0.000246945,0.000863834,0.000987976,0.018140514,0.020747496,4.113495238095238e-5,4.7046476190476194e-5
2019-10-21 02:44:16 UTC,35,fib,21,1.488885227,0.258201908,2.613020102,5.422240068,54.873422142,0.012295328952380951,0.12442952866666668
2019-10-21 02:44:20 UTC,35,array_360,22,0.000227104,0.00087833,0.000915151,0.01932326,0.020133322,3.992409090909091e-5,4.159777272727273e-5
2019-10-21 02:44:20 UTC,35,fib,22,1.382850744,0.589665511,1.994039814,12.972641242,43.868875908,0.026802977772727273,0.09063817336363636
2019-10-21 02:44:24 UTC,35,array_360,23,0.000328824,0.001410996,0.000494435,0.032452908,0.011372005,6.134765217391305e-5,2.149717391304348e-5
2019-10-21 02:44:24 UTC,35,fib,23,1.492703795,1.231189408,1.6162393609999999,28.317356384000004,37.173505303,0.05352997426086957,0.07027127656521738
2019-10-21 02:44:29 UTC,35,array_360,24,0.000264568,0.001081895,0.000666582,0.02596548,0.015997968,4.5078958333333335e-5,2.777425e-5
2019-10-21 02:44:29 UTC,35,fib,24,1.543479235,0.000294727,2.803340829,0.0070734479999999995,67.280179896,1.2280291666666667e-5,0.11680586787500001
2019-10-21 02:44:33 UTC,35,array_360,25,0.000266715,0.001001063,0.000697061,0.025026575,0.017426525000000002,4.0042519999999996e-5,2.7882440000000002e-5
2019-10-21 02:44:33 UTC,35,fib,25,1.450547002,0.000272979,2.974259225,0.006824475,74.356480625,1.0919160000000001e-5,0.11897036899999999
2019-10-21 02:44:38 UTC,35,array_360,26,0.000232304,0.000695538,0.001097251,0.018083988,0.028528526000000002,2.6751461538461538e-5,4.220196153846154e-5
2019-10-21 02:44:38 UTC,35,fib,26,1.533061493,0.000479825,2.872965072,0.01247545,74.697091872,1.8454807692307693e-5,0.11049865661538462
2019-10-21 02:44:42 UTC,35,array_360,27,0.000296559,0.001334201,0.000417548,0.036023427,0.011273796,4.9414851851851846e-5,1.546474074074074e-5
2019-10-21 02:44:42 UTC,35,fib,27,1.549138185,0.002655238,3.144187831,0.071691426,84.893071437,9.834214814814814e-5,0.11645140114814814
2019-10-21 02:44:47 UTC,35,array_360,28,0.000240316,0.000772279,0.00083157,0.021623812,0.02328396,2.7581392857142856e-5,2.9698928571428573e-5
2019-10-21 02:44:47 UTC,35,fib,28,1.5317315470000001,0.011362242,3.142560768,0.318142776,87.991701504,0.00040579435714285713,0.11223431314285714
2019-10-21 02:44:51 UTC,35,array_360,29,0.000242263,0.001125454,0.00048527,0.032638165999999996,0.01407283,3.880875862068965e-5,1.673344827586207e-5
2019-10-21 02:44:51 UTC,35,fib,29,1.623810297,0.038124445,3.075006439,1.105608905,89.175186731,0.0013146360344827585,0.10603470479310345
2019-10-21 02:44:56 UTC,35,array_360,30,0.000233593,0.001326732,0.000523501,0.03980196,0.015705030000000002,4.4224399999999996e-5,1.7450033333333334e-5
2019-10-21 02:44:56 UTC,35,fib,30,1.586111042,0.08696059,3.138028948,2.6088177000000004,94.14086844,0.0028986863333333333,0.10460096493333333
2019-10-21 02:45:01 UTC,35,array_360,31,0.000232137,0.001365426,0.000388498,0.042328206,0.012043438,4.4046000000000005e-5,1.2532193548387097e-5
2019-10-21 02:45:01 UTC,35,fib,31,1.707034219,0.19602256,3.056335984,6.07669936,94.746415504,0.0063233083870967745,0.09859148335483871
2019-10-21 02:45:06 UTC,35,array_360,32,0.000239337,0.001310826,0.000432269,0.041946432,0.013832608,4.09633125e-5,1.350840625e-5
2019-10-21 02:45:06 UTC,35,fib,32,1.615167627,0.417357258,2.8740100330000002,13.355432256,91.96832105600001,0.0130424143125,0.08981281353125001
2019-10-21 02:45:11 UTC,35,array_360,33,0.000255767,0.000960295,0.001108654,0.031689735000000004,0.036585582,2.9099848484848486e-5,3.359557575757576e-5
2019-10-21 02:45:11 UTC,35,fib,33,1.671743553,0.723351064,2.5471789769999997,23.870585112,84.056906241,0.021919729212121212,0.07718724172727272
2019-10-21 02:45:16 UTC,35,array_360,34,0.000232392,0.001127667,0.000897014,0.038340677999999996,0.030498476,3.316667647058823e-5,2.6382764705882353e-5
2019-10-21 02:45:16 UTC,35,fib,34,1.608073262,1.155788306,2.105090071,39.296802404000005,71.57306241399999,0.03399377370588236,0.06191441385294117
2019-10-21 02:45:21 UTC,35,array_360,35,0.000259478,0.001095432,0.000882442,0.03834012,0.030885469999999998,3.129805714285714e-5,2.5212628571428572e-5
2019-10-21 02:45:21 UTC,35,fib,35,1.586577627,1.680681812,1.74353147,58.82386342,61.02360145,0.04801948034285714,0.049815184857142855
2019-10-21 02:45:26 UTC,35,array_360,36,0.000259091,0.000627511,0.001079868,0.022590396,0.038875248,1.743086111111111e-5,2.9996333333333336e-5
2019-10-21 02:45:26 UTC,35,fib,36,1.555858657,0.00015594,3.173142446,0.00561384,114.233128056,4.331666666666667e-6,0.08814284572222222
2019-10-21 02:45:30 UTC,35,array_360,37,0.000240496,0.000633806,0.001282128,0.023450822,0.047438736,1.7129891891891892e-5,3.465210810810811e-5
2019-10-21 02:45:30 UTC,35,fib,37,1.6506225369999998,0.000140418,2.9885864250000003,0.005195466,110.57769772500001,3.795081081081081e-6,0.08077260608108108
2019-10-21 02:45:35 UTC,35,array_360,38,0.000271868,0.0003959,0.001327276,0.015044199999999999,0.050436488,1.0418421052631579e-5,3.492831578947369e-5
2019-10-21 02:45:35 UTC,35,fib,38,1.5824673360000001,0.000152418,2.901075208,0.005791884,110.240857904,4.011e-6,0.07634408442105263
2019-10-21 02:45:39 UTC,35,array_360,39,0.000260231,0.000578518,0.001331183,0.022562202,0.051916137,1.4833794871794872e-5,3.413289743589744e-5
2019-10-21 02:45:39 UTC,35,fib,39,1.584060949,0.000144777,2.8443541789999998,0.005646303,110.929812981,3.7122307692307694e-6,0.07293215843589743
2019-10-21 02:45:44 UTC,35,array_360,40,0.000249213,0.000484694,0.001295216,0.01938776,0.05180864,1.211735e-5,3.23804e-5
2019-10-21 02:45:44 UTC,35,fib,40,1.607882455,0.000166574,2.633482575,0.006662960000000001,105.339303,4.16435e-6,0.065837064375
2019-10-21 02:45:48 UTC,35,array_360,41,0.000237867,0.000531612,0.001195743,0.021796092,0.049025463,1.2966146341463415e-5,2.9164463414634144e-5
2019-10-21 02:45:48 UTC,35,fib,41,1.62237553,0.000179431,2.648285806,0.0073566709999999995,108.579718046,4.376365853658537e-6,0.06459233673170732
2019-10-21 02:45:52 UTC,35,array_360,42,0.000241837,0.000386084,0.001280983,0.016215528,0.053801286000000004,9.192476190476192e-6,3.049959523809524e-5
2019-10-21 02:45:52 UTC,35,fib,42,1.660751649,0.000158505,2.664342659,0.00665721,111.902391678,3.7739285714285715e-6,0.06343672997619047
