batch_timestamp,qty_loops,title,env_crystal_workers,normal,fibers_any_thread,fibers_same_thread,fibers_any_thread_times_worker,fibers_same_thread_times_worker,fibers_any_thread_per_worker,fibers_same_thread_per_worker
2021-01-09 22:53:49 UTC,35,array_360,1,0.000327529,0.000629531,0.000333139,0.000629531,0.000333139,0.000629531,0.000333139
2021-01-09 22:53:49 UTC,35,fib,1,1.682721492,1.6759783910000001,1.71317313,1.6759783910000001,1.71317313,1.6759783910000001,1.71317313
2021-01-09 22:53:54 UTC,35,array_360,2,0.000342407,0.000511521,0.000431863,0.001023042,0.000863726,0.0002557605,0.0002159315
2021-01-09 22:53:54 UTC,35,fib,2,2.030924248,1.781455641,1.753379306,3.562911282,3.506758612,0.8907278205,0.876689653
2021-01-09 22:54:00 UTC,35,array_360,3,0.000388352,0.000769231,0.00045708,0.002307693,0.0013712400000000001,0.0002564103333333333,0.00015236
2021-01-09 22:54:00 UTC,35,fib,3,1.794158672,1.281541149,2.230191005,3.844623447,6.690573015,0.427180383,0.7433970016666667
2021-01-09 22:54:05 UTC,35,array_360,4,0.000459365,0.000995111,0.000665257,0.003980444,0.002661028,0.00024877775,0.00016631425
2021-01-09 22:54:05 UTC,35,fib,4,2.202323851,0.946142831,2.471229875,3.784571324,9.8849195,0.23653570775,0.61780746875
2021-01-09 22:54:11 UTC,35,array_360,5,0.000375348,0.000769261,0.000509878,0.0038463050000000004,0.00254939,0.00015385220000000002,0.00010197559999999999
2021-01-09 22:54:11 UTC,35,fib,5,1.778789647,1.4423375379999999,1.601669561,7.21168769,8.008347805,0.28846750759999995,0.3203339122
2021-01-09 22:54:16 UTC,35,array_360,6,0.00036012,0.001195965,0.000510099,0.00717579,0.003060594,0.0001993275,8.50165e-5
2021-01-09 22:54:16 UTC,35,fib,6,1.7107664150000002,0.441670097,2.71687702,2.650020582,16.30126212,0.07361168283333333,0.45281283666666666
2021-01-09 22:54:21 UTC,35,array_360,7,0.000332319,0.001374408,0.000475144,0.009620855999999999,0.003326008,0.000196344,6.787771428571429e-5
2021-01-09 22:54:21 UTC,35,fib,7,1.7844858399999999,1.5678770800000001,1.6803215790000001,10.97513956,11.762251053,0.22398244000000003,0.24004593985714287
2021-01-09 22:54:26 UTC,35,array_360,8,0.000387992,0.001301783,0.000652975,0.010414264,0.0052238,0.000162722875,8.1621875e-5
2021-01-09 22:54:26 UTC,35,fib,8,1.923934176,0.254559557,3.063292987,2.036476456,24.506343896,0.031819944625,0.382911623375
2021-01-09 22:54:31 UTC,35,array_360,9,0.00033305,0.000808675,0.001229548,0.007278075,0.011065932,8.985277777777778e-5,0.00013661644444444446
