batch_timestamp,qty_loops,title,env_crystal_workers,normal,fibers_any_thread,fibers_same_thread,fibers_any_thread_times_worker,fibers_same_thread_times_worker,fibers_any_thread_per_worker,fibers_same_thread_per_worker
2019-10-20 16:46:03 UTC,30,array_360,1,0.000168565,0.000393277,0.000167191,0.000393277,0.000167191,0.000393277,0.000167191
2019-10-20 16:46:03 UTC,30,fib,1,0.177871941,0.160569128,0.162546456,0.160569128,0.162546456,0.160569128,0.162546456
2019-10-20 16:46:04 UTC,30,array_360,2,0.000229193,0.000432411,0.000326053,0.000864822,0.000652106,0.0002162055,0.0001630265
2019-10-20 16:46:04 UTC,30,fib,2,0.158053812,0.108210501,0.133794375,0.216421002,0.26758875,0.0541052505,0.0668971875
2019-10-20 16:46:04 UTC,30,array_360,3,0.000174961,0.000423597,0.000263663,0.001270791,0.0007909890000000001,0.000141199,8.788766666666668e-5
2019-10-20 16:46:04 UTC,30,fib,3,0.136134504,0.104476792,0.147059099,0.313430376,0.44117729699999997,0.03482559733333333,0.049019699666666666
2019-10-20 16:46:04 UTC,30,array_360,4,0.000195236,0.000548864,0.000329861,0.002195456,0.001319444,0.000137216,8.246525e-5
2019-10-20 16:46:04 UTC,30,fib,4,0.152663588,0.124163317,0.129387854,0.496653268,0.517551416,0.03104082925,0.0323469635
2019-10-20 16:46:05 UTC,30,array_360,5,0.000186189,0.00058651,0.000339667,0.0029325500000000003,0.001698335,0.00011730200000000001,6.79334e-5
2019-10-20 16:46:05 UTC,30,fib,5,0.123457115,0.101022988,0.144884228,0.50511494,0.72442114,0.0202045976,0.028976845600000002
2019-10-20 16:46:05 UTC,30,array_360,6,0.000191662,0.00065899,0.000284667,0.00395394,0.0017080020000000001,0.00010983166666666667,4.74445e-5
2019-10-20 16:46:05 UTC,30,fib,6,0.154979412,0.128708657,0.155440442,0.772251942,0.9326426520000001,0.021451442833333334,0.025906740333333334
2019-10-20 16:46:06 UTC,30,array_360,7,0.000278177,0.000598061,0.000434603,0.0041864269999999995,0.003042221,8.543728571428572e-5,6.208614285714285e-5
2019-10-20 16:46:06 UTC,30,fib,7,0.142814382,0.045810726,0.162826972,0.320675082,1.139788804,0.006544389428571429,0.023260996
2019-10-20 16:46:06 UTC,30,array_360,8,0.000177067,0.000490132,0.000414824,0.003921056,0.003318592,6.12665e-5,5.1853e-5
2019-10-20 16:46:06 UTC,30,fib,8,0.154005308,0.064313778,0.199237089,0.514510224,1.593896712,0.00803922225,0.024904636125
2019-10-20 16:46:06 UTC,30,array_360,9,0.000185814,0.000487027,0.000514416,0.004383243,0.004629744,5.411411111111111e-5,5.715733333333333e-5
2019-10-20 16:46:06 UTC,30,fib,9,0.16424536,0.032626093,0.218069278,0.29363483700000004,1.962623502,0.0036251214444444446,0.02422991977777778
2019-10-20 16:46:07 UTC,30,array_360,10,0.000180878,0.000860742,0.00032663,0.00860742,0.0032663,8.607419999999999e-5,3.2663e-5
2019-10-20 16:46:07 UTC,30,fib,10,0.128351998,0.119633099,0.152960645,1.19633099,1.5296064500000002,0.0119633099,0.015296064500000001
2019-10-20 16:46:07 UTC,30,array_360,11,0.000182284,0.00051094,0.000518316,0.00562034,0.0057014760000000005,4.6449090909090906e-5,4.711963636363636e-5
2019-10-20 16:46:07 UTC,30,fib,11,0.165201706,0.043592324,0.248265111,0.479515564,2.730916221,0.003962938545454545,0.022569555545454548
2019-10-20 16:46:08 UTC,30,array_360,12,0.000208239,0.000667677,0.00057542,0.008012123999999999,0.0069050399999999994,5.563975e-5,4.7951666666666664e-5
2019-10-20 16:46:08 UTC,30,fib,12,0.148268192,0.111112943,0.14220416,1.333355316,1.7064499199999998,0.009259411916666667,0.011850346666666666
2019-10-20 16:46:08 UTC,30,array_360,13,0.000170416,0.000661307,0.000474088,0.008596991,0.006163144,5.086976923076923e-5,3.646830769230769e-5
2019-10-20 16:46:08 UTC,30,fib,13,0.161914778,0.020303992,0.254778795,0.263951896,3.312124335,0.0015618455384615385,0.019598368846153846
2019-10-20 16:46:09 UTC,30,array_360,14,0.000216353,0.000788019,0.000493901,0.011032266,0.006914614,5.628707142857143e-5,3.527864285714286e-5
2019-10-20 16:46:09 UTC,30,fib,14,0.179352681,0.055904401,0.1762431,0.782661614,2.4674034000000002,0.0039931715,0.012588792857142858
2019-10-20 16:46:09 UTC,30,array_360,15,0.000193546,0.000906223,0.000282674,0.013593345,0.00424011,6.041486666666666e-5,1.8844933333333333e-5
2019-10-20 16:46:09 UTC,30,fib,15,0.149231587,0.135507951,0.163152561,2.0326192649999997,2.447288415,0.0090338634,0.0108768374
2019-10-20 16:46:09 UTC,30,array_360,16,0.000180882,0.000738471,0.000346784,0.011815536,0.005548544,4.61544375e-5,2.1674e-5
2019-10-20 16:46:09 UTC,30,fib,16,0.187103194,0.00581625,0.264746582,0.09306,4.235945312,0.000363515625,0.016546661375
2019-10-20 16:46:10 UTC,30,array_360,17,0.000182735,0.000565492,0.000583012,0.009613364000000001,0.009911204000000002,3.326423529411765e-5,3.4294823529411766e-5
