batch_timestamp,qty_loops,title,env_crystal_workers,normal,fibers_any_thread,fibers_same_thread,fibers_any_thread_times_worker,fibers_same_thread_times_worker,fibers_any_thread_per_worker,fibers_same_thread_per_worker
2019-10-20 21:07:58 UTC,35,array_360,1,0.000345395,0.000623485,0.000346216,0.000623485,0.000346216,0.000623485,0.000346216
2019-10-20 21:07:58 UTC,35,fib,1,1.6824775669999998,1.665201797,1.67571959,1.665201797,1.67571959,1.665201797,1.67571959
2019-10-20 21:08:03 UTC,35,array_360,2,0.000499503,0.000761251,0.000732027,0.001522502,0.001464054,0.0003806255,0.0003660135
2019-10-20 21:08:03 UTC,35,fib,2,1.8558851490000001,1.701727101,1.794081324,3.403454202,3.588162648,0.8508635505,0.897040662
2019-10-20 21:08:08 UTC,35,array_360,3,0.000357658,0.00070682,0.00050345,0.0021204600000000002,0.0015103500000000001,0.0002356066666666667,0.00016781666666666666
2019-10-20 21:08:08 UTC,35,fib,3,1.812790251,1.045965966,1.9282310809999998,3.1378978980000003,5.7846932429999995,0.348655322,0.6427436936666666
2019-10-20 21:08:13 UTC,35,array_360,4,0.000444821,0.000512788,0.000595061,0.002051152,0.002380244,0.000128197,0.00014876525
2019-10-20 21:08:13 UTC,35,fib,4,1.929126152,0.817903746,2.376674445,3.271614984,9.50669778,0.2044759365,0.59416861125
2019-10-20 21:08:18 UTC,35,array_360,5,0.000349873,0.001038097,0.000656746,0.005190485,0.0032837300000000003,0.0002076194,0.00013134920000000002
2019-10-20 21:08:18 UTC,35,fib,5,1.596332206,1.332190422,1.824092066,6.66095211,9.12046033,0.2664380844,0.36481841319999997
2019-10-20 21:08:23 UTC,35,array_360,6,0.000396971,0.00115778,0.000745881,0.00694668,0.004475286,0.00019296333333333334,0.0001243135
2019-10-20 21:08:23 UTC,35,fib,6,1.8121347060000002,0.436448406,2.5095603349999998,2.618690436,15.057362009999999,0.072741401,0.4182600558333333
